state,country,date,cases
South Australia,Australia,2/10/20,2
South Australia,Australia,2/11/20,2
South Australia,Australia,2/12/20,2
South Australia,Australia,2/13/20,2
South Australia,Australia,2/14/20,2
South Australia,Australia,2/15/20,2
South Australia,Australia,2/16/20,2
South Australia,Australia,2/17/20,2
South Australia,Australia,2/18/20,2
South Australia,Australia,2/19/20,2
South Australia,Australia,2/20/20,2
South Australia,Australia,2/21/20,2
South Australia,Australia,2/22/20,2
South Australia,Australia,2/23/20,2
South Australia,Australia,2/24/20,2
South Australia,Australia,2/25/20,2
South Australia,Australia,2/26/20,2
South Australia,Australia,2/27/20,2
South Australia,Australia,2/28/20,2
South Australia,Australia,2/29/20,3
South Australia,Australia,3/1/20,3
South Australia,Australia,3/2/20,3
South Australia,Australia,3/3/20,3
South Australia,Australia,3/4/20,5
South Australia,Australia,3/5/20,5
South Australia,Australia,3/6/20,7
South Australia,Australia,3/7/20,7
South Australia,Australia,3/8/20,7
South Australia,Australia,3/9/20,7
South Australia,Australia,3/10/20,7
South Australia,Australia,3/11/20,9
South Australia,Australia,3/12/20,9
South Australia,Australia,3/13/20,16
South Australia,Australia,3/14/20,19
South Australia,Australia,3/15/20,20
South Australia,Australia,3/16/20,29
South Australia,Australia,3/17/20,29
South Australia,Australia,3/18/20,37
South Australia,Australia,3/19/20,42
South Australia,Australia,3/20/20,50
South Australia,Australia,3/21/20,67
South Australia,Australia,3/22/20,100
South Australia,Australia,3/23/20,134
South Australia,Australia,3/24/20,170
South Australia,Australia,3/25/20,170
South Australia,Australia,3/26/20,235
South Australia,Australia,3/27/20,257
South Australia,Australia,3/28/20,287
South Australia,Australia,3/29/20,299
South Australia,Australia,3/30/20,305
South Australia,Australia,3/31/20,337
South Australia,Australia,4/1/20,367
South Australia,Australia,4/2/20,367
South Australia,Australia,4/3/20,396
South Australia,Australia,4/4/20,407
South Australia,Australia,4/5/20,407
South Australia,Australia,4/6/20,411
South Australia,Australia,4/7/20,411
South Australia,Australia,4/8/20,415
South Australia,Australia,4/9/20,420
South Australia,Australia,4/10/20,428
South Australia,Australia,4/11/20,429
South Australia,Australia,4/12/20,429
South Australia,Australia,4/13/20,429
South Australia,Australia,4/14/20,433
South Australia,Australia,4/15/20,433
South Australia,Australia,4/16/20,433
South Australia,Australia,4/17/20,435
South Australia,Australia,4/18/20,435
South Australia,Australia,4/19/20,435
South Australia,Australia,4/20/20,435
South Australia,Australia,4/21/20,437
South Australia,Australia,4/22/20,438
South Australia,Australia,4/23/20,438
South Australia,Australia,4/24/20,438
South Australia,Australia,4/25/20,438
South Australia,Australia,4/26/20,438
South Australia,Australia,4/27/20,438
South Australia,Australia,4/28/20,438
South Australia,Australia,4/29/20,438
South Australia,Australia,4/30/20,438
South Australia,Australia,5/1/20,438
South Australia,Australia,5/2/20,438
South Australia,Australia,5/3/20,438
South Australia,Australia,5/4/20,438
South Australia,Australia,5/5/20,438
South Australia,Australia,5/6/20,438
South Australia,Australia,5/7/20,439
South Australia,Australia,5/8/20,439
South Australia,Australia,5/9/20,439
South Australia,Australia,5/10/20,439
South Australia,Australia,5/11/20,439
South Australia,Australia,5/12/20,439
South Australia,Australia,5/13/20,439
South Australia,Australia,5/14/20,439
South Australia,Australia,5/15/20,439
South Australia,Australia,5/16/20,439
South Australia,Australia,5/17/20,439
South Australia,Australia,5/18/20,439
South Australia,Australia,5/19/20,439
South Australia,Australia,5/20/20,439
South Australia,Australia,5/21/20,439
South Australia,Australia,5/22/20,439
South Australia,Australia,5/23/20,439
South Australia,Australia,5/24/20,439
South Australia,Australia,5/25/20,439
South Australia,Australia,5/26/20,440
South Australia,Australia,5/27/20,440
South Australia,Australia,5/28/20,440
South Australia,Australia,5/29/20,440
South Australia,Australia,5/30/20,440
South Australia,Australia,5/31/20,440
South Australia,Australia,6/1/20,440
South Australia,Australia,6/2/20,440
South Australia,Australia,6/3/20,440
South Australia,Australia,6/4/20,440
South Australia,Australia,6/5/20,440
South Australia,Australia,6/6/20,440
South Australia,Australia,6/7/20,440
South Australia,Australia,6/8/20,440
South Australia,Australia,6/9/20,440
South Australia,Australia,6/10/20,440
South Australia,Australia,6/11/20,440
South Australia,Australia,6/12/20,440
South Australia,Australia,6/13/20,440
South Australia,Australia,6/14/20,440
South Australia,Australia,6/15/20,440
South Australia,Australia,6/16/20,440
South Australia,Australia,6/17/20,440
South Australia,Australia,6/18/20,440
South Australia,Australia,6/19/20,440
South Australia,Australia,6/20/20,440
South Australia,Australia,6/21/20,440
South Australia,Australia,6/22/20,440
South Australia,Australia,6/23/20,440
South Australia,Australia,6/24/20,440
South Australia,Australia,6/25/20,440
South Australia,Australia,6/26/20,440
South Australia,Australia,6/27/20,440
South Australia,Australia,6/28/20,440
South Australia,Australia,6/29/20,443
South Australia,Australia,6/30/20,443
South Australia,Australia,7/1/20,443
South Australia,Australia,7/2/20,443
South Australia,Australia,7/3/20,443
South Australia,Australia,7/4/20,443
South Australia,Australia,7/5/20,443
South Australia,Australia,7/6/20,443
South Australia,Australia,7/7/20,443
South Australia,Australia,7/8/20,443
South Australia,Australia,7/9/20,443
South Australia,Australia,7/10/20,443
South Australia,Australia,7/11/20,443
South Australia,Australia,7/12/20,443
South Australia,Australia,7/13/20,443
South Australia,Australia,7/14/20,443
South Australia,Australia,7/15/20,444
South Australia,Australia,7/16/20,444
Tasmania,Australia,1/22/20,0
Tasmania,Australia,1/23/20,0
Tasmania,Australia,1/24/20,0
Tasmania,Australia,1/25/20,0
Tasmania,Australia,1/26/20,0
Tasmania,Australia,1/27/20,0
Tasmania,Australia,1/28/20,0
Tasmania,Australia,1/29/20,0
Tasmania,Australia,1/30/20,0
Tasmania,Australia,1/31/20,0
Tasmania,Australia,2/1/20,0
Tasmania,Australia,2/2/20,0
Tasmania,Australia,2/3/20,0
Tasmania,Australia,2/4/20,0
Tasmania,Australia,2/5/20,0
Tasmania,Australia,2/6/20,0
Tasmania,Australia,2/7/20,0
Tasmania,Australia,2/8/20,0
Tasmania,Australia,2/9/20,0
Tasmania,Australia,2/10/20,0
Tasmania,Australia,2/11/20,0
Tasmania,Australia,2/12/20,0
Tasmania,Australia,2/13/20,0
Tasmania,Australia,2/14/20,0
Tasmania,Australia,2/15/20,0
Tasmania,Australia,2/16/20,0
Tasmania,Australia,2/17/20,0
Tasmania,Australia,2/18/20,0
Tasmania,Australia,2/19/20,0
Tasmania,Australia,2/20/20,0
Tasmania,Australia,2/21/20,0
Tasmania,Australia,2/22/20,0
Tasmania,Australia,2/23/20,0
Tasmania,Australia,2/24/20,0
Tasmania,Australia,2/25/20,0
Tasmania,Australia,2/26/20,0
Tasmania,Australia,2/27/20,0
Tasmania,Australia,2/28/20,0
Tasmania,Australia,2/29/20,0
Tasmania,Australia,3/1/20,0
Tasmania,Australia,3/2/20,1
Tasmania,Australia,3/3/20,1
Tasmania,Australia,3/4/20,1
Tasmania,Australia,3/5/20,1
Tasmania,Australia,3/6/20,1
Tasmania,Australia,3/7/20,1
Tasmania,Australia,3/8/20,2
Tasmania,Australia,3/9/20,2
Tasmania,Australia,3/10/20,2
Tasmania,Australia,3/11/20,3
Tasmania,Australia,3/12/20,3
Tasmania,Australia,3/13/20,5
Tasmania,Australia,3/14/20,5
Tasmania,Australia,3/15/20,6
Tasmania,Australia,3/16/20,7
Tasmania,Australia,3/17/20,7
Tasmania,Australia,3/18/20,10
Tasmania,Australia,3/19/20,10
Tasmania,Australia,3/20/20,10
Tasmania,Australia,3/21/20,16
Tasmania,Australia,3/22/20,22
Tasmania,Australia,3/23/20,28
Tasmania,Australia,3/24/20,28
Tasmania,Australia,3/25/20,36
Tasmania,Australia,3/26/20,47
Tasmania,Australia,3/27/20,47
Tasmania,Australia,3/28/20,62
Tasmania,Australia,3/29/20,66
Tasmania,Australia,3/30/20,66
Tasmania,Australia,3/31/20,69
Tasmania,Australia,4/1/20,69
Tasmania,Australia,4/2/20,72
Tasmania,Australia,4/3/20,74
Tasmania,Australia,4/4/20,80
Tasmania,Australia,4/5/20,82
Tasmania,Australia,4/6/20,86
Tasmania,Australia,4/7/20,89
Tasmania,Australia,4/8/20,98
Tasmania,Australia,4/9/20,111
Tasmania,Australia,4/10/20,122
Tasmania,Australia,4/11/20,133
Tasmania,Australia,4/12/20,133
Tasmania,Australia,4/13/20,144
Tasmania,Australia,4/14/20,165
Tasmania,Australia,4/15/20,165
Tasmania,Australia,4/16/20,169
Tasmania,Australia,4/17/20,180
Tasmania,Australia,4/18/20,188
Tasmania,Australia,4/19/20,195
Tasmania,Australia,4/20/20,200
Tasmania,Australia,4/21/20,201
Tasmania,Australia,4/22/20,205
Tasmania,Australia,4/23/20,207
Tasmania,Australia,4/24/20,207
Tasmania,Australia,4/25/20,207
Tasmania,Australia,4/26/20,212
Tasmania,Australia,4/27/20,214
Tasmania,Australia,4/28/20,218
Tasmania,Australia,4/29/20,219
Tasmania,Australia,4/30/20,221
Tasmania,Australia,5/1/20,221
Tasmania,Australia,5/2/20,221
Tasmania,Australia,5/3/20,221
Tasmania,Australia,5/4/20,221
Tasmania,Australia,5/5/20,225
Tasmania,Australia,5/6/20,226
Tasmania,Australia,5/7/20,227
Tasmania,Australia,5/8/20,227
Tasmania,Australia,5/9/20,227
Tasmania,Australia,5/10/20,227
Tasmania,Australia,5/11/20,227
Tasmania,Australia,5/12/20,227
Tasmania,Australia,5/13/20,227
Tasmania,Australia,5/14/20,227
Tasmania,Australia,5/15/20,228
Tasmania,Australia,5/16/20,228
Tasmania,Australia,5/17/20,228
Tasmania,Australia,5/18/20,228
Tasmania,Australia,5/19/20,228
Tasmania,Australia,5/20/20,228
Tasmania,Australia,5/21/20,228
Tasmania,Australia,5/22/20,228
Tasmania,Australia,5/23/20,228
Tasmania,Australia,5/24/20,228
Tasmania,Australia,5/25/20,228
Tasmania,Australia,5/26/20,228
Tasmania,Australia,5/27/20,228
Tasmania,Australia,5/28/20,228
Tasmania,Australia,5/29/20,228
Tasmania,Australia,5/30/20,228
Tasmania,Australia,5/31/20,228
Tasmania,Australia,6/1/20,228
Tasmania,Australia,6/2/20,228
Tasmania,Australia,6/3/20,228
Tasmania,Australia,6/4/20,228
Tasmania,Australia,6/5/20,228
Tasmania,Australia,6/6/20,228
Tasmania,Australia,6/7/20,228
Tasmania,Australia,6/8/20,228
Tasmania,Australia,6/9/20,228
Tasmania,Australia,6/10/20,228
Tasmania,Australia,6/11/20,228
Tasmania,Australia,6/12/20,228
Tasmania,Australia,6/13/20,228
Tasmania,Australia,6/14/20,228
Tasmania,Australia,6/15/20,228
Tasmania,Australia,6/16/20,228
Tasmania,Australia,6/17/20,228
Tasmania,Australia,6/18/20,228
Tasmania,Australia,6/19/20,228
Tasmania,Australia,6/20/20,228
Tasmania,Australia,6/21/20,228
Tasmania,Australia,6/22/20,228
Tasmania,Australia,6/23/20,228
Tasmania,Australia,6/24/20,228
Tasmania,Australia,6/25/20,228
Tasmania,Australia,6/26/20,228
Tasmania,Australia,6/27/20,228
Tasmania,Australia,6/28/20,228
Tasmania,Australia,6/29/20,228
Tasmania,Australia,6/30/20,228
Tasmania,Australia,7/1/20,228
Tasmania,Australia,7/2/20,228
Tasmania,Australia,7/3/20,228
Tasmania,Australia,7/4/20,228
Tasmania,Australia,7/5/20,228
Tasmania,Australia,7/6/20,228
Tasmania,Australia,7/7/20,228
Tasmania,Australia,7/8/20,228
Tasmania,Australia,7/9/20,228
Tasmania,Australia,7/10/20,228
Tasmania,Australia,7/11/20,228
Tasmania,Australia,7/12/20,228
Tasmania,Australia,7/13/20,228
Tasmania,Australia,7/14/20,228
Tasmania,Australia,7/15/20,228
Tasmania,Australia,7/16/20,228
Victoria,Australia,1/22/20,0
Victoria,Australia,1/23/20,0
Victoria,Australia,1/24/20,0
Victoria,Australia,1/25/20,0
Victoria,Australia,1/26/20,1
Victoria,Australia,1/27/20,1
Victoria,Australia,1/28/20,1
Victoria,Australia,1/29/20,1
Victoria,Australia,1/30/20,2
Victoria,Australia,1/31/20,3
Victoria,Australia,2/1/20,4
Victoria,Australia,2/2/20,4
Victoria,Australia,2/3/20,4
Victoria,Australia,2/4/20,4
Victoria,Australia,2/5/20,4
Victoria,Australia,2/6/20,4
Victoria,Australia,2/7/20,4
Victoria,Australia,2/8/20,4
Victoria,Australia,2/9/20,4
Victoria,Australia,2/10/20,4
Victoria,Australia,2/11/20,4
Victoria,Australia,2/12/20,4
Victoria,Australia,2/13/20,4
Victoria,Australia,2/14/20,4
Victoria,Australia,2/15/20,4
Victoria,Australia,2/16/20,4
Victoria,Australia,2/17/20,4
Victoria,Australia,2/18/20,4
Victoria,Australia,2/19/20,4
Victoria,Australia,2/20/20,4
Victoria,Australia,2/21/20,4
Victoria,Australia,2/22/20,4
Victoria,Australia,2/23/20,4
Victoria,Australia,2/24/20,4
Victoria,Australia,2/25/20,4
Victoria,Australia,2/26/20,4
Victoria,Australia,2/27/20,4
Victoria,Australia,2/28/20,4
Victoria,Australia,2/29/20,7
Victoria,Australia,3/1/20,7
Victoria,Australia,3/2/20,9
Victoria,Australia,3/3/20,9
Victoria,Australia,3/4/20,10
Victoria,Australia,3/5/20,10
Victoria,Australia,3/6/20,10
Victoria,Australia,3/7/20,11
Victoria,Australia,3/8/20,11
Victoria,Australia,3/9/20,15
Victoria,Australia,3/10/20,18
Victoria,Australia,3/11/20,21
Victoria,Australia,3/12/20,21
Victoria,Australia,3/13/20,36
Victoria,Australia,3/14/20,49
Victoria,Australia,3/15/20,57
Victoria,Australia,3/16/20,71
Victoria,Australia,3/17/20,94
Victoria,Australia,3/18/20,121
Victoria,Australia,3/19/20,121
Victoria,Australia,3/20/20,121
Victoria,Australia,3/21/20,229
Victoria,Australia,3/22/20,355
Victoria,Australia,3/23/20,355
Victoria,Australia,3/24/20,411
Victoria,Australia,3/25/20,466
Victoria,Australia,3/26/20,520
Victoria,Australia,3/27/20,574
Victoria,Australia,3/28/20,685
Victoria,Australia,3/29/20,769
Victoria,Australia,3/30/20,821
Victoria,Australia,3/31/20,917
Victoria,Australia,4/1/20,968
Victoria,Australia,4/2/20,1036
Victoria,Australia,4/3/20,1085
Victoria,Australia,4/4/20,1115
Victoria,Australia,4/5/20,1135
Victoria,Australia,4/6/20,1158
Victoria,Australia,4/7/20,1191
Victoria,Australia,4/8/20,1212
Victoria,Australia,4/9/20,1228
Victoria,Australia,4/10/20,1241
Victoria,Australia,4/11/20,1265
Victoria,Australia,4/12/20,1268
Victoria,Australia,4/13/20,1281
Victoria,Australia,4/14/20,1291
Victoria,Australia,4/15/20,1299
Victoria,Australia,4/16/20,1299
Victoria,Australia,4/17/20,1302
Victoria,Australia,4/18/20,1319
Victoria,Australia,4/19/20,1328
Victoria,Australia,4/20/20,1329
Victoria,Australia,4/21/20,1336
Victoria,Australia,4/22/20,1336
Victoria,Australia,4/23/20,1337
Victoria,Australia,4/24/20,1343
Victoria,Australia,4/25/20,1346
Victoria,Australia,4/26/20,1349
Victoria,Australia,4/27/20,1349
Victoria,Australia,4/28/20,1354
Victoria,Australia,4/29/20,1361
Victoria,Australia,4/30/20,1364
Victoria,Australia,5/1/20,1371
Victoria,Australia,5/2/20,1384
Victoria,Australia,5/3/20,1406
Victoria,Australia,5/4/20,1423
Victoria,Australia,5/5/20,1440
Victoria,Australia,5/6/20,1454
Victoria,Australia,5/7/20,1467
Victoria,Australia,5/8/20,1468
Victoria,Australia,5/9/20,1487
Victoria,Australia,5/10/20,1496
Victoria,Australia,5/11/20,1511
Victoria,Australia,5/12/20,1514
Victoria,Australia,5/13/20,1521
Victoria,Australia,5/14/20,1540
Victoria,Australia,5/15/20,1551
Victoria,Australia,5/16/20,1558
Victoria,Australia,5/17/20,1564
Victoria,Australia,5/18/20,1573
Victoria,Australia,5/19/20,1573
Victoria,Australia,5/20/20,1581
Victoria,Australia,5/21/20,1593
Victoria,Australia,5/22/20,1593
Victoria,Australia,5/23/20,1603
Victoria,Australia,5/24/20,1605
Victoria,Australia,5/25/20,1610
Victoria,Australia,5/26/20,1618
Victoria,Australia,5/27/20,1628
Victoria,Australia,5/28/20,1634
Victoria,Australia,5/29/20,1645
Victoria,Australia,5/30/20,1649
Victoria,Australia,5/31/20,1653
Victoria,Australia,6/1/20,1663
Victoria,Australia,6/2/20,1670
Victoria,Australia,6/3/20,1678
Victoria,Australia,6/4/20,1681
Victoria,Australia,6/5/20,1681
Victoria,Australia,6/6/20,1685
Victoria,Australia,6/7/20,1687
Victoria,Australia,6/8/20,1687
Victoria,Australia,6/9/20,1691
Victoria,Australia,6/10/20,1699
Victoria,Australia,6/11/20,1703
Victoria,Australia,6/12/20,1703
Victoria,Australia,6/13/20,1720
Victoria,Australia,6/14/20,1732
Victoria,Australia,6/15/20,1741
Victoria,Australia,6/16/20,1762
Victoria,Australia,6/17/20,1780
Victoria,Australia,6/18/20,1792
Victoria,Australia,6/19/20,1792
Victoria,Australia,6/20/20,1836
Victoria,Australia,6/21/20,1847
Victoria,Australia,6/22/20,1864
Victoria,Australia,6/23/20,1884
Victoria,Australia,6/24/20,1917
Victoria,Australia,6/25/20,1947
Victoria,Australia,6/26/20,1947
Victoria,Australia,6/27/20,2028
Victoria,Australia,6/28/20,2099
